Site,Date,Lat,Lon,Prec1,Prec7,Prec30,MaxP7,MaxP30
APIDITSA,27/02/2018,37.39018312,22.08634712,16.07,49.92,158.12,16.92,24.92
APIDITSA,5/3/2019,37.39018312,22.08634712,0.69,9.45,83.87,7.48,34.67
APOKRIMNO_DW,20/09/2018,40.877654,25.898887,0,0.42,17.71,0.32,10.95
APOKRIMNO_DW,21/02/2018,40.877654,25.898887,0.58,22.81,103.26,21.54,23.2
APOKRIMNO_DW,20/02/2019,40.877654,25.898887,0,6.98,130.45,3.96,27.63
APOKRIMNO_DW,14/01/2020,40.877654,25.898887,0,2.22,41.64,1.8,30.25
ARGIRI,1/9/2018,39.1665245,21.38792377,0,9.19,43.65,5.12,11.45
ARGIRI,29/04/2018,39.1665245,21.38792377,0.08,5.21,23.1,4.26,7.55
ARGOS,12/4/2019,37.63597291,22.73753628,0.3,41.9,98.5,22.21,30.71
ARIS,16/04/2021,37.081972,22.02721384,0,0.12,65.91,0.11,13.45
ARIS,24/01/2020,37.081972,22.02721384,0,0.89,9.52,0.32,3.04
ARIS,3/2/2021,37.081972,22.02721384,3.77,37.67,196.54,20.16,41.05
ARIS,15/04/2019,37.081972,22.02721384,3.84,51.04,108.71,26.18,26.18
ARTA,28/04/2018,39.165325,20.99377222,0.01,1.17,25.13,0.78,9.88
ARTA,18/04/2019,39.165325,20.99377222,5.04,58.71,114.56,30.72,30.72
ARTA,2/10/2018,39.165325,20.99377222,0.27,3.5,10.52,2.67,3.46
ARTA,24/07/2019,39.165325,20.99377222,2.05,5.95,21.81,3.57,5.1
ARTA,6/7/2020,39.165325,20.99377222,2.98,5.24,79.43,2.98,31.48
ARTA,10/7/2021,39.165325,20.99377222,0.14,0.15,30.02,0.14,12.13
ARTA,21/04/2021,39.165325,20.99377222,3.35,25.68,70.2,16.62,16.62
ARTA,5/6/2020,39.165325,20.99377222,0.06,7.89,43.59,3.15,11.88
ASOPOS_MD,23/04/2021,37.877151,22.652138,0.34,4.13,24.92,2.29,7.75
ASOPOS_MD,28/01/2021,37.877151,22.652138,0.95,20.96,68.93,12.48,20.16
ASOPOS_MD,8/3/2019,37.877151,22.652138,0,1.39,97.4,1.1,26.19
ASOPOS_MD,12/2/2020,37.877151,22.652138,0,7.36,15.73,5.28,5.28
ASPROLAKKAS,28/05/2021,40.462724,23.778663,0.06,0.83,10.05,0.76,5.98
ASPROLAKKAS,18/05/2020,40.462724,23.778663,0,0.01,25.79,0,7.88
ASPROLAKKAS,23/05/2019,40.462724,23.778663,0,0.75,14.67,0.49,3.26
ASPROPO,15/05/2021,41.038949,25.209137,0,0.06,16.66,0.05,8.17
ASSOPOS_UP,12/5/2018,38.30199722,23.59222563,0.88,38.61,44.58,24.33,24.33
AXYRO,28/02/2018,38.471857,25.934861,1.9,59.59,120.48,21.72,21.72
AXYRO,9/5/2018,38.471857,25.934861,0.03,2.52,3.2,1.69,1.69
BASDEKI,1/2/2021,40.59037222,23.76808611,0.12,18.9,100.49,10.74,26.45
CHOLOMONTAS,4/2/2021,40.622428,23.475067,0.01,4.89,86.25,3.42,22.97
DAMASTA,7/5/2021,38.80330422,22.46700761,0,1.1,34.13,0.9,15.09
DEH_3POTAMOS,21/07/2019,37.86370353,21.8829368,0,37.81,48.32,28.81,28.81
DERIAN_UP,29/05/2018,35.4188772,23.84882396,0.28,5.02,39.7,3.14,30.22
DERVENI_(Ichos),21/04/2019,37.73134214,22.73547615,1.98,30.46,121.63,12.56,28.82
DESPATI,12/5/2020,41.41019,24.105485,0,13.09,88.32,12.2,14.97
DESPATI,21/09/2019,41.41019,24.105485,18.89,31.86,42.72,18.89,18.89
DESPATI,23/09/2018,41.41019,24.105485,0,2.91,31.47,1.21,12.54
DESPATI,8/2/2021,41.41019,24.105485,0.36,16.66,142.91,15.97,28.07
DESPATI,2/9/2021,41.41019,24.105485,1.04,9.82,42.28,5.66,13.12
DESPATI,24/02/2018,41.41019,24.105485,0.3,4.27,84.44,1.87,15.97
DIAKOPTO,16/06/2021,38.20312766,22.1890575,2.64,35.2,38.36,18.22,18.22
DIMHKOS,27/04/2018,38.57430692,21.28909209,0.01,0.07,10.07,0.03,4.21
DIONI,29/05/2019,38.0136284,23.932997,0,1.33,13.93,0.45,7.56
DIONI,17/09/2019,38.0136284,23.932997,0,0.11,0.17,0.11,0.11
DIONI,22/02/2019,38.0136284,23.932997,0.2,5.73,97.27,3.42,20.49
DRISTEL,3/5/2018,38.89595486,22.5510593,0.05,5.25,15.91,3.75,4.39
DS_SKOURA,27/09/2018,36.993872,22.518558,3.98,4.73,24.65,3.98,11.13
DS_SKOURA,19/07/2019,36.993872,22.518558,0.15,9.2,23.72,3.45,5.68
DS_SKOURA,1/7/2020,36.993872,22.518558,0,2.82,11.91,2.48,4.6
DS_SKOURA,1/7/2021,36.993872,22.518558,0.06,2.96,73.34,1.36,16.02
ELATO,12/5/2019,39.83980278,20.96959722,0.01,19.67,82.83,9.83,16.29
ELATO,30/05/2020,39.83980278,20.96959722,10.52,36.11,51.84,11.2,11.2
ELATO,10/5/2018,39.83980278,20.96959722,1.54,92.39,116.3,24.7,24.7
ELATO,3/9/2019,39.83980278,20.96959722,4.6,4.82,9.57,4.6,4.6
ELATO,7/7/2020,39.83980278,20.96959722,8.01,18.19,48.96,8.46,8.46
ELATO,7/7/2021,39.83980278,20.96959722,0,1.92,52.33,0.93,10.96
ELATO,23/04/2021,39.83980278,20.96959722,1.25,20.87,40.25,7.27,7.27
ELATO,7/9/2018,39.83980278,20.96959722,0,0.19,31.71,0.14,12.26
ELIA,17/05/2020,37.38446281,21.68998229,0,0.01,21.99,0,16.02
ELIA,26/04/2018,37.38446281,21.68998229,0,0.41,13.88,0.2,6.16
ELIA,20/07/2019,37.38446281,21.68998229,1.03,20.76,27.58,15.27,15.27
ELIA,4/7/2020,37.38446281,21.68998229,0.07,0.08,9.47,0.07,2.45
ELIA,15/04/2021,37.38446281,21.68998229,0,1.53,68.4,1.52,11.77
ELIA,26/08/2018,37.38446281,21.68998229,2.36,3.61,19.25,2.36,6.29
ELIA,5/7/2021,37.38446281,21.68998229,0,0.15,17.53,0.15,6.52
ELISON,23/01/2020,37.444918,22.204933,0,0.12,16.43,0.04,6.03
ELISON,14/04/2021,37.444918,22.204933,0.31,2.44,74.69,1.55,9.99
ELISON,31/01/2021,37.444918,22.204933,8.11,41.26,141.33,21.46,27.02
EN_TRICH,20/04/2021,38.54974152,21.42324274,26.46,29.43,77.14,26.46,26.46
EN_TRICH,21/10/2021,38.54974152,21.42324274,0.02,105.26,288.3,42.41,42.41
ENIPEA,26/08/2020,39.563521,22.087928,1.5,2.12,35.6,1.5,13.73
EPITALION,12/5/2020,37.64135264,21.47642386,0,5.43,13.5,5.05,5.05
EPITALION,17/04/2021,37.64135264,21.47642386,0.23,0.87,49.73,0.56,7.3
EPITALION,5/6/2021,37.64135264,21.47642386,0,0.18,3.1,0.11,2.44
ERATEINI,28/01/2021,38.357612,22.222515,1.93,71.27,170.98,35.83,35.83
ERYTHRO_UP,22/05/2018,41.437897,26.200564,0.02,11.27,41.27,9.99,9.99
ERYTHRO_UP,22/05/2019,41.437897,26.200564,0,11.34,43.15,7.11,10.21
ERYTHRO_UP,14/05/2021,41.437897,26.200564,0.02,0.39,39.05,0.23,15.31
EVERGETOYLAS,3/3/2018,39.129404,26.409341,3.05,52.7,164.64,20.43,20.43
EVINOS,27/04/2018,38.37686514,21.55266455,0.7,1.06,8.54,0.7,3.15
EVINOS,17/04/2019,38.37686514,21.55266455,0.52,35.33,95.1,10.83,11.4
EVINOS,19/04/2021,38.37686514,21.55266455,1.28,2.61,61.65,1.28,15.45
EVINOS,27/08/2018,38.37686514,21.55266455,1.7,9.66,33.07,7.81,7.81
EVINOS,23/07/2019,38.37686514,21.55266455,0,15.73,23.5,12.28,12.28
EVINOS,4/7/2020,38.37686514,21.55266455,0.49,0.59,22.02,0.49,7.87
EVINOS,5/7/2021,38.37686514,21.55266455,0,0.04,25.29,0.01,14.89
EVINOS_DW,19/04/2021,38.4343473,21.63582643,1.28,2.61,61.65,1.28,15.45
EVINOS_DW,5/7/2021,38.4343473,21.63582643,0,0.04,25.29,0.01,14.89
EVROS_MD,20/02/2018,41.57141212,26.58694203,0.83,9.08,84.63,6.84,18.7
EXAPLATANOS,14/05/2021,40.9789342,22.1205747,1.2,3.03,49.52,1.2,9.69
EXAPLATANOS,26/02/2021,40.9789342,22.1205747,0,1.39,58.36,0.99,14.41
FARI,26/05/2021,40.89942574,22.94914073,0.02,0.07,11.26,0.02,6.41
FARAI,8/3/2018,38.09518584,21.72800665,1.85,29.89,230.4,17.44,25.68
FARAI,6/2/2019,38.09518584,21.72800665,7.51,37.43,257.73,15.45,47.56
FARAI,25/01/2021,38.09518584,21.72800665,8.44,29.86,201.99,14.26,43.83
FERRES,24/05/2018,40.899733,26.198855,0.01,1.59,34.75,1.23,8.79
FERRES,19/09/2018,40.899733,26.198855,0,2.2,9.86,1.58,5.5
FIGALIA,15/04/2021,37.39259389,21.84666546,0,1.38,69.38,1.35,11.47
FIGALIA,15/06/2021,37.39259389,21.84666546,0.95,14.89,14.98,6.02,6.02
FILIATRINO_EKV,12/4/2021,37.181212,21.580447,0,3.85,75.48,1.73,13.46
FILIATRINO_EKV,30/01/2021,37.181212,21.580447,1.15,52.46,160.85,19,24.06
FILIPP,12/9/2019,40.998714,24.165827,0,8.23,41.24,6.76,24.69
FILIUR_DW,21/09/2018,41.00134,25.38836,0,0.13,9.24,0.07,4.84
FILIUR_DW,23/09/2019,41.00134,25.38836,0,3.18,3.48,3.12,3.12
FINIKOUNDAS,11/4/2021,36.809132,21.794349,0,4.64,65.5,2.01,16.11
FINIKOUNDAS,25/01/2020,36.809132,21.794349,0,1.69,15.75,1.04,6.18
FINIKOUNDAS,30/01/2021,36.809132,21.794349,1.15,42.84,127.61,14.64,23.52
FLABURO,30/05/2021,40.963252,23.59421,0,10.93,40.97,5.6,18.79
FOINIKAS,19/04/2021,38.294074,21.996884,0.33,2.07,66.57,1.51,15.22
FOINIKAS,8/7/2021,38.294074,21.996884,0,0.04,37.41,0.03,16.35
FOINIKAS,27/01/2021,38.294074,21.996884,40.03,80.91,207.05,40.03,40.03
FONIAS_DW,10/6/2018,40.48972,25.65445,0,0.07,3.98,0.06,2.12
FONIAS_DW,14/05/2019,40.48972,25.65445,0.21,11.04,19.95,8.73,8.73
FONIAS_DW,18/05/2021,40.48972,25.65445,0,0.25,10.84,0.2,3.34
FONIAS_DW,24/09/2018,40.48972,25.65445,0,0.01,2.46,0,0.96
FONIAS_DW,27/09/2019,40.48972,25.65445,0.01,6.77,7.22,6.46,6.46
FONIAS_DW,10/9/2020,40.48972,25.65445,0,0.01,0.91,0,0.85
FONIAS_DW,8/9/2021,40.48972,25.65445,0.54,0.77,1.03,0.54,0.54
FONIAS_RD,16/05/2018,36.13742326,27.92830285,0,0.44,3.47,0.44,1.91
FONISSA,15/05/2019,39.77298611,19.71891389,1.84,70.09,108.89,57.22,57.22
FURNIOTIKO_DW,13/05/2018,37.784202,26.73257,0.01,3.69,4.09,2.68,2.68
FURNIOTIKO_DW,27/02/2018,37.784202,26.73257,29.55,96.93,190.21,29.55,46.77
G_PAPADIAS,5/5/2018,39.03161017,21.73736118,21.82,47.53,60.73,21.82,21.82
G_PAPADIAS,30/08/2018,39.03161017,21.73736118,0.01,17.22,48.34,14.35,14.35
GADOYRAS_UP,16/05/2018,36.19970833,27.97731944,0,0.54,4.77,0.54,3.07
GALLIKOS_DW,19/09/2019,40.649201,22.829766,0.02,2.61,4.06,2.59,2.59
GALLIKOS_DW,3/9/2020,40.649201,22.829766,0,0,25.17,0,9.42
GEF_BALDUMA,7/5/2018,39.69587102,20.9967099,14.49,92.21,106.75,26.92,26.92
GEF_BALDUMA,11/5/2019,39.69587102,20.9967099,1,28.69,97.64,10.36,18.93
GEF_BALDUMA,30/05/2020,39.69587102,20.9967099,10.16,36.91,53.21,10.36,11.59
GEF_BALDUMA,23/04/2021,39.69587102,20.9967099,1.11,22.56,43.85,7.81,7.85
GEF_BALDUMA,7/9/2018,39.69587102,20.9967099,0.01,0.46,32.95,0.42,10.86
GEF_BALDUMA,3/9/2019,39.69587102,20.9967099,5.04,5.24,9.84,5.04,5.04
GEF_BALDUMA,7/7/2020,39.69587102,20.9967099,7.28,21.85,52.13,9.55,9.55
GEF_BALDUMA,7/7/2021,39.69587102,20.9967099,0,1.38,49.91,0.68,11.89
GEF_KALOGIROU,5/6/2020,39.1780525,20.88530543,0.04,7.7,38.65,2.54,10.14
GEF_KALOGIROU,6/7/2018,39.1780525,20.88530543,0,1.78,111.13,1.29,15.93
GEF_KALOGIROU,24/08/2021,39.1780525,20.88530543,0,0.4,0.83,0.35,0.35
GEF_PLAKAS,10/5/2019,39.45841,21.031406,0.18,35.61,121.4,13.57,26.3
GEF_PLAKAS,23/07/2019,39.45841,21.031406,0,24.89,38.51,17.98,17.98
GEF_PLAKAS,21/02/2019,39.45841,21.031406,0,1.3,199.17,1.27,39.36
GLAFKOS,29/04/2018,38.2070893,21.75923614,0,0.42,16.17,0.38,6.01
GLAFKOS,12/5/2019,38.2070893,21.75923614,0.33,21.89,71.85,10.09,17.4
GLAFKOS,13/04/2021,38.2070893,21.75923614,0,10.28,98.29,3.79,18.86
GORGO_DW,8/5/2021,38.84119514,22.40643154,0,1.39,36.88,1.02,15.83
GORGO_DW,28/08/2021,38.84119514,22.40643154,0.06,2.85,11.21,2.54,2.54
GORGOPIS,26/05/2021,40.97729444,22.41829167,0.31,1.59,17.97,0.83,8.26
GORGOPIS,31/08/2021,40.97729444,22.41829167,0,29.68,54.85,13.7,13.7
GORGOPIS,29/01/2021,40.97729444,22.41829167,0,19.3,147,6.38,37.4
GURIOTISA,28/08/2018,38.63088597,21.24546233,8.82,14.18,33.03,8.82,8.82
GURIOTISA,23/07/2019,38.63088597,21.24546233,0,18.19,25.48,16.09,16.09
IARDANOS,21/04/2021,37.703615,21.32828,2.23,4.89,28.95,2.29,5.2
KALENJI,11/5/2021,39.296009,21.9445,0,3.59,52.9,2.49,24.19
KALIPEFKI,14/07/2021,39.991638,22.444563,0.16,3.34,102.88,1.94,18.31
KALONERO,16/04/2019,37.29341704,21.69700037,16.88,49.89,141.41,16.88,33.82
KALONERO,17/05/2020,37.29341704,21.69700037,0,0.01,25.69,0,18.85
KALONERO,16/04/2021,37.29341704,21.69700037,0.01,0.03,68.35,0.02,12.37
KALONERO,26/08/2018,37.29341704,21.69700037,2.35,3.75,22.87,2.35,6.19
KALONERO,20/07/2019,37.29341704,21.69700037,1.18,21.83,29.72,16.47,16.47
KALONERO,4/7/2020,37.29341704,21.69700037,0.1,0.12,9.86,0.1,3.68
KALONERO,5/7/2021,37.29341704,21.69700037,0,0.22,22.72,0.21,8.39
KALONERO,3/3/2018,37.29341704,21.69700037,2.49,63.05,206.42,20.73,30.14
KALONERO,3/2/2021,37.29341704,21.69700037,10.74,48.13,198.24,24.15,28.98
KAMINIA,30/05/2018,35.31662457,24.37255055,0.01,13.98,29.46,7.6,13.72
KARABALI,11/5/2021,39.318821,21.903484,0,3.59,52.9,2.49,24.19
KARVASARAS,10/5/2021,39.090055,21.602497,0.07,4.71,51.82,3.97,15.87
KARVASARAS,30/08/2021,39.090055,21.602497,0.08,1.35,12.53,0.88,3.11
KARVASARAS,24/02/2021,39.090055,21.602497,0,0.89,217.88,0.78,45.6
KARYAI_(Evrotas),13/04/2019,37.28956814,22.51007956,7.36,57.81,128.82,26.75,35.11
KASTRI_(Kalamas),22/04/2021,39.56300622,20.28029437,0.66,23.11,37.85,17.23,17.23
KATOXI,28/04/2018,38.41090008,21.26909257,0,0.19,5.02,0.09,2.55
KATOXI,7/4/2019,38.41090008,21.26909257,5.73,12.53,55.32,5.82,13.13
KATOXI,20/04/2021,38.41090008,21.26909257,18.48,21.13,60.82,18.48,18.48
KATOXI,5/7/2018,38.41090008,21.26909257,0.01,13.84,85.67,12.62,16.87
KATOXI,22/06/2019,38.41090008,21.26909257,0.07,1.09,10.82,0.43,1.79
KATOXI,19/07/2020,38.41090008,21.26909257,0.01,1.25,9.61,0.92,4.12
KATOXI,22/08/2021,38.41090008,21.26909257,0.23,0.29,0.62,0.23,0.3
KERASOUNTA,24/01/2020,39.14932,20.85898,0,0.01,0.79,0,0.25
KESTRINI,14/05/2019,39.555076,20.20744,45.37,55.17,112.53,45.37,45.37
KIFISSOS_UP,13/05/2021,38.6508724,22.51367588,0,0.4,26.23,0.38,14.29
KIREFS_EKV,28/05/2021,38.827694,23.465234,0,0.3,1.67,0.3,0.78
KIREFS_EKV,3/2/2020,38.827694,23.465234,0.01,3.6,64.74,3.48,27.05
KIREFS_EKV,10/3/2021,38.827694,23.465234,0.61,4.82,81.17,2.1,25.22
KLEISOURAIKO,11/4/2021,36.853984,21.920939,0,4.99,69.23,1.71,16.3
KLEISOURAIKO,31/01/2021,36.853984,21.920939,2.19,40.6,155.84,18.45,34.73
KOBOTI,10/5/2018,39.09993197,21.08209839,1.15,65.39,78.18,20.62,20.62
KOBOTI,9/5/2019,39.09993197,21.08209839,0.52,42.41,143.42,18.25,30.83
KOBOTI,5/6/2020,39.09993197,21.08209839,0.13,8.08,41.18,3.45,11.59
KOBOTI,21/04/2021,39.09993197,21.08209839,3.05,28.96,75.9,20.81,20.81
KOBOTI,23/07/2019,39.09993197,21.08209839,0,9.9,18.96,6.79,6.79
KOBOTI,5/7/2020,39.09993197,21.08209839,0.08,2.97,70.04,1.41,29.57
KOSSYNTHOS_DW,25/02/2018,41.10225092,25.03169941,0.99,13.66,112.3,6.25,22.78
KOSSYNTHOS_DW,12/2/2021,41.10225092,25.03169941,16.3,46.23,159.98,29.38,42.91
KOTYXI,18/04/2021,38.02430596,21.31453008,0,1.27,39,0.63,9.66
KRATHIS,30/04/2018,38.16473374,22.32279993,1.62,2.08,16.97,1.62,11.29
KRATHIS,13/05/2019,38.16473374,22.32279993,1.98,4.58,59.06,2.15,25
KRATHIS,18/05/2020,38.16473374,22.32279993,0.55,0.55,9.29,0.55,3.35
KRATHIS,14/04/2021,38.16473374,22.32279993,1.2,7.22,88.9,5.55,16.31
KRATHIS,1/7/2019,38.16473374,22.32279993,0,1.07,11.01,0.41,2.3
KRIKELI,1/5/2018,38.79323836,21.86588844,5.8,10.62,25.76,5.8,5.8
KRIKELI,30/08/2018,38.79323836,21.86588844,0.05,24.81,83.49,15.51,16.47
KRIOS,29/04/2018,38.13978917,22.3585037,0,0.28,12.44,0.27,9.32
KRIOS,18/05/2020,38.13978917,22.3585037,0.43,0.43,8.9,0.43,3.44
KRIOS,23/04/2021,38.13978917,22.3585037,0.44,7.62,29.55,3.28,5.19
KRIOS,23/07/2019,38.13978917,22.3585037,0,42.23,52.31,38.03,38.03
KRIOS,7/7/2020,38.13978917,22.3585037,6.34,14.6,22.3,6.91,6.91
KRYA_UP,3/6/2019,38.11422243,23.78176911,0.22,2.11,17.03,1.73,9.74
KRYA_UP,14/05/2021,38.11422243,23.78176911,0,0.08,22.35,0.07,16.17
KRYA_UP,7/3/2018,38.11422243,23.78176911,0,2.9,74.69,1.45,15.37
KRYA_UP,21/02/2019,38.11422243,23.78176911,0,10.95,98.2,4.36,20.22
KRYA_UP,4/2/2020,38.11422243,23.78176911,0.01,0.21,52.97,0.2,28.05
KRYA_UP,31/01/2021,38.11422243,23.78176911,0.02,14.46,51.51,10.57,14.93
LADON_FRAGMA,16/04/2019,37.76280431,21.95819404,14.82,66.05,149.54,18.64,23.62
LADON_FRAGMA,13/05/2020,37.76280431,21.95819404,0,2.51,21.19,2.49,4.75
LADON_FRAGMA,16/04/2021,37.76280431,21.95819404,0.04,0.73,80.33,0.68,11.76
LADON_FRAGMA,26/08/2018,37.76280431,21.95819404,1.65,4.74,73.76,1.79,14.93
LADON_FRAGMA,21/07/2019,37.76280431,21.95819404,0,32.63,45.79,22.56,22.56
LADON_FRAGMA,3/7/2020,37.76280431,21.95819404,0,3.24,26.96,3,6.32
LADON_FRAGMA,2/7/2021,37.76280431,21.95819404,0.08,1.96,94.43,1.38,38.65
LADON_PINIOS,17/04/2019,37.87704415,21.53505118,0.27,35.66,138.72,12.1,23.53
LADON_PINIOS,14/05/2020,37.87704415,21.53505118,0,0.66,11.21,0.66,4.27
LADON_PINIOS,18/04/2021,37.87704415,21.53505118,0,1.5,45.77,0.74,7.56
LADON_PINIOS,21/07/2019,37.87704415,21.53505118,0,22.01,30.65,16.15,16.15
LADON_PINIOS,3/7/2020,37.87704415,21.53505118,0,0.13,14.23,0.11,3.65
LADON_PINIOS,6/7/2021,37.87704415,21.53505118,0,0.01,18.99,0,7.73
LAGADIOTIKO,26/04/2018,37.69187113,21.94103221,0,1.4,20.25,1.14,5.59
LAGADIOTIKO,16/04/2019,37.69187113,21.94103221,10.68,60.62,148.33,18.45,22.68
LAGADIOTIKO,13/05/2020,37.69187113,21.94103221,0,6.15,20.82,6.14,6.14
LAGADIOTIKO,16/04/2021,37.69187113,21.94103221,0.04,0.56,73.98,0.52,10.3
LAGADIOTIKO,26/08/2018,37.69187113,21.94103221,1.74,4.34,53.47,1.74,10.44
LAGADIOTIKO,21/07/2019,37.69187113,21.94103221,0,27.31,38.99,18.82,18.82
LAGADIOTIKO,3/7/2020,37.69187113,21.94103221,0,2.52,22.05,2.38,5
LAGADIOTIKO,2/7/2021,37.69187113,21.94103221,0,1.31,71.39,1.06,29.45
LAPSISTA,30/05/2020,39.694556,20.835106,7.91,31.44,49.05,8.32,13.3
LAPSISTA,23/04/2021,39.694556,20.835106,1.13,27.86,51.18,11.55,11.73
LAPSISTA,6/7/2021,39.694556,20.835106,0.1,0.24,39.99,0.1,10.69
LAPSISTA,22/02/2021,39.694556,20.835106,0.01,1.03,349.49,0.94,49.84
LEIMOS,13/04/2021,36.82163824,22.69362443,0,1.43,43.7,1.38,11.24
LOGGIES,2/5/2018,38.341602,21.730612,0.77,3.6,12.97,2.38,4.02
LOGGIES,18/04/2019,38.341602,21.730612,2.23,26.84,117.28,13.26,16.4
LOGGIES,17/04/2021,38.341602,21.730612,1.17,1.34,66.54,1.17,13.62
LOGGIES,27/08/2018,38.341602,21.730612,1.69,18.8,43.86,16.98,16.98
LOGGIES,9/7/2020,38.341602,21.730612,0,15.18,29.21,9.01,9.01
LOGGIES,10/7/2021,38.341602,21.730612,0,0.03,14.07,0.02,4.97
LOURO_HM,5/6/2020,39.25379186,20.8519659,0.02,13.2,48.98,4.51,10.71
LUSIOS_C,14/04/2021,37.62107102,22.04522874,0.51,4.17,83.7,2.24,12.82
LUSIOS_C,16/06/2021,37.62107102,22.04522874,8.52,62.52,64.76,29.77,29.77
LUTROS,21/05/2018,40.938347,26.046529,0.12,1.09,35.35,0.77,8.04
LUTROS,22/05/2019,40.938347,26.046529,0,5.19,35.93,2.46,5.88
LUTROS,13/05/2021,40.938347,26.046529,0,1.52,24.12,1.23,7.17
MAGOULITSA,14/04/2021,37.065207,22.444948,0.9,1.76,70.33,0.9,9.95
MAGOULITSA,26/01/2021,37.065207,22.444948,9.94,30.24,166.9,13.02,28.75
MAKRY,22/05/2020,39.255325,22.146075,24.27,24.35,47.71,24.27,24.27
MANIKIATIS,26/05/2021,38.569752,24.125247,0,1.98,3.19,1.98,1.98
MANIKIATIS,11/9/2021,38.569752,24.125247,7.23,26.78,28.88,12.69,12.69
MANIKIATIS,9/3/2021,38.569752,24.125247,0,6.14,95.73,2.79,24.19
MARIES,22/05/2018,40.700297,24.645217,0,1.47,18.19,0.94,9.01
MARIES,1/8/2018,40.700297,24.645217,1.01,6.77,15.38,3.99,3.99
MARIES,23/02/2018,40.700297,24.645217,2.5,9.04,72.11,4.82,19.92
MATESI,4/3/2019,37.54070155,21.94861584,0.25,6.76,62.56,5.48,24.46
MAVROPOTAMO,7/7/2018,39.23174098,20.50100009,0,0.16,71.11,0.15,19.53
MAVROPOTAMO,5/3/2018,39.23174098,20.50100009,3.71,67.02,304.94,26.76,47.56
MAVROPOTAMO,8/2/2019,39.23174098,20.50100009,0.99,5.87,317.68,2.67,55.37
MAVROPOTAMO,24/01/2021,39.23174098,20.50100009,47.14,74.34,413.65,47.14,58.65
MAVROSLAK,27/02/2018,40.60150378,23.76106556,17.47,37.84,95.3,17.47,19.27
MEGA,5/5/2018,39.52941,22.011662,2.33,10.09,19.05,4.33,4.33
